D9,1205,321,436,1395,1006,328,1188,846,1076,1386,1393,157,1330,657,1109,1180,86,1251,275,448,1041,395,38,453,621,16,721,1158,1278,310,109,249,134,517,1324,341,1134,1183,891,1363,502,1331,361,981,1087,970,1197,18,499,1074,461,1437,104,95,1217,771,1858,1085,509,1352,1396,1244,1385,1400,337,200,418,108,581,1436,426,681,949,1383,1045,242,1369,1366,235,1147,704,691,431,432,155,1077,525,269,1203,1333,627,546,308,600,1358,832,1044,550,1130,336,1355,1372,1321,228,1112,15
D1,1860,16,15,1858
D2,1860,16,15,1858
D3,289,320,172,16,15,86
D4,2025,3510,1496,1266,2420,16,15,1858
D5,7293,11781,5050,13490,14230,1858,10542,16,15,4289
D6,6781,1860,12789,11935,19827,16,13892,11969,11781,10524,12595,2420,11934,7735,4289,4607,3510,6870,9371,15
D7,5824,5959,2025,10442,18574,17899,27654,5960,10405,16,11841,5825,17345,11848,14632,11829,27432,26855,19642,26755,11157,14677,1858,10490,11851,10545,26865,5826,2420,13227,4289,3510,28666,10522,24525,10556,6119,15
D8,10924,10920,1860,9203,7578,9207,4677,7564,9537,4676,9952,1858,9213,7892,7891,12799,12812,11537,9536,13128,13127,12275,10922,15
